car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,longitude,latitude,nearest_charger_distance_m,nearest_charger_idx,gap_category,index_right,area_name,priority_score,area_gap_rate,road_distance_m,nearest_charger_road_idx,road_path_coords
KM6,BLK 91 JALAN SATU,34098.3121,32420.0166,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.88811485493744,1.3094690289534354,0.005945431948416094,376,Excellent,16,Zone 17,10.0,0.0,,,
KM6L,BLK 90A & 90B JALAN SATU,34068.6084,32547.8395,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.88784797793083,1.310625019506658,131.694307526811,376,Good,16,Zone 17,6.7,0.0,795.2,2655.0,"[(1.3117284, 103.8881247), (1.3118469, 103.8887119), (1.3119153, 103.8890353), (1.3118304, 103.889055), (1.3111801, 103.8857742), (1.3095647, 103.8863333), (1.3095519, 103.8862854), (1.310515, 103.8859555)]"
KM7,BLK 88 JALAN SATU,33929.5062,32470.8588,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,103.88659806265524,1.309928860574059,78.60815032197449,2655,Excellent,16,Zone 17,12.57,0.0,87.2,2415.0,"[(1.3095647, 103.8863333), (1.3093616, 103.8863737), (1.3088009, 103.8865102)]"
KPRM,"BLK 2 KPRM, KEMPAS ROAD",30966.1462,33233.3449,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N,103.85997091449637,1.316824942191609,122.18990402447935,618,Good,16,Zone 17,14.79,0.0,433.2,2556.0,"[(1.316109, 103.85884), (1.318349, 103.860582), (1.3185904, 103.8603292), (1.3190144, 103.8597704)]"
KRM,BLK 115 JALAN AYER,32454.2248,32632.6824,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,6,2.1,N,103.87334197089486,1.3113925840335257,0.003684861222497881,410,Excellent,16,Zone 17,8.57,0.0,,,
KTM,BLK 125A KIM TIAN ROAD,27480.5391,29500.8137,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N,103.82865102019989,1.283069382670322,0.0029542548601462658,1724,Excellent,11,Zone 12,14.29,0.0,,,
KTM2,BLK 120B KIM TIAN PLACE,27349.7876,29542.5114,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,103.8274761660383,1.283446479605301,0.004397255729937566,387,Excellent,11,Zone 12,20.0,0.0,,,
KTM3,BLK 131A KIM TIAN ROAD,27480.2057,29232.1227,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,103.82864802888722,1.2806394354926494,0.005079628890716648,1743,Excellent,11,Zone 12,18.57,0.0,,,
KTM4,BLK 119A KIM TIAN ROAD,27329.8822,29325.2282,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,103.82729731282093,1.281481446142536,0.005315857041061556,655,Excellent,11,Zone 12,7.14,0.0,,,
KTM5,BLK 126 KIM TIAN ROAD,27570.7265,29441.0716,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.82946139003269,1.2825290974366874,0.0011423718340582444,2400,Excellent,11,Zone 12,14.29,0.0,,,
KTM6,BLK 127 KIM TIAN ROAD,27546.4706,29366.694,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,103.82924344240874,1.2818564521671478,0.007095742386024569,389,Excellent,11,Zone 12,8.57,0.0,,,
KUM1,BLK 355 UBI ROAD 3,35319.8966,34382.6444,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,103.89909184212524,1.3272180640396525,0.006147920513892195,378,Excellent,17,Zone 18,18.57,0.0,,,
KUM2,BLK 357 UBI ROAD 3,35281.6557,34583.8609,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.89874827477925,1.3290378028072063,0.0028167904577001274,379,Excellent,17,Zone 18,17.14,0.0,,,
KU1,BLK 301/305-306/311-318 UBI AVENUE 1,35764.1553,34634.4679,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.90308381076238,1.3294953548745303,0.005149415256858935,2656,Excellent,17,Zone 18,0.0,0.0,,,
KU2,BLK 319-330 UBI AVENUE 1,35904.5382,34433.0259,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.90434517614048,1.3276735499716745,0.006146679139952513,1277,Excellent,17,Zone 18,0.0,0.0,,,
KU3,BLK 331-341 UBI AVENUE 1,35693.8016,34294.5677,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.90245155876109,1.3264214379334087,0.006219558909662401,1282,Excellent,17,Zone 18,0.0,0.0,,,
KU4,BLK 342-352 UBI AVENUE 1,35426.6861,34198.7233,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.90005135904397,1.3255547219734711,0.005159087704917153,391,Excellent,17,Zone 18,0.0,0.0,,,
KU9,"BLK 302,304 UBI AVENUE 1",35542.2415,34680.104,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.9010898046754,1.3299081271871451,0.0030620718121542982,1349,Excellent,17,Zone 18,0.0,0.0,,,
K10,"BLK 28,30,32,34,36 CASSIA CRESCENT",33686.7144,32414.074,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.88441645100181,1.3094153647830171,93.31067146187151,2356,Excellent,16,Zone 17,4.75,0.0,141.1,375.0,"[(1.3098285, 103.8846478), (1.310406, 103.8857777)]"
K19,BLK 62 DAKOTA CRESCENT,34230.6149,32242.3548,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.88930362341996,1.3078622926222248,0.00272555516985601,1280,Excellent,16,Zone 17,0.0,0.0,,,
K2,"BLK 9,10,12 PINE CLOSE",33456.8846,32339.0013,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.8823513067258,1.3087364754979458,0.0028203329117146066,1334,Excellent,16,Zone 17,0.0,0.0,,,
K2T,BLK 21 JALAN EMPAT,33589.582,32206.4841,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.88354363243664,1.3075380133900372,35.086584906976306,1300,Excellent,16,Zone 17,1.79,0.0,247.2,1300.0,"[(1.3068958, 103.8834744), (1.3067613, 103.8835354), (1.3073175, 103.884712), (1.3080212, 103.8844076)]"
K21,BLK 58 DAKOTA CRESCENT,34152.4219,32154.25,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.88860100484649,1.3070655199100698,0.002274550686856337,484,Excellent,16,Zone 17,0.0,0.0,,,
K22,BLK 60 DAKOTA CRESCENT,34127.5,32207.5039,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N,103.8883770803251,1.3075471341351168,58.95672404339312,484,Excellent,16,Zone 17,3.0,0.0,,,
K3T,BLK 17 JALAN EMPAT,33624.4511,32211.1481,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.88385694864925,1.3075801866197923,0.005600585273346663,1300,Excellent,16,Zone 17,0.0,0.0,,,
K52,BLK 52 CASSIA CRESCENT,33696.3242,32544.5075,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88450282359632,1.3105949571081432,0.0054338977452600325,483,Excellent,16,Zone 17,0.0,0.0,,,
K7,BLK 51 OLD AIRPORT ROAD,33864.8318,32356.4852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.88601691043623,1.308894518872329,0.0023937931243321452,2415,Excellent,16,Zone 17,0.0,0.0,,,
K9,BLK 42 CASSIA CRESCENT,33891.3203,32539.3633,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.0,N,103.88625495695833,1.3105483981592954,0.004781993432336297,2655,Excellent,16,Zone 17,0.0,0.0,,,
LBM,BLK 64 LENGKOK BAHRU,25985.8189,30193.5347,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.81522033138317,1.2893340477316146,0.006340821983402037,1754,Excellent,11,Zone 12,11.43,0.0,,,
LT1,"BLK 110,113-116 LENGKONG TIGA",36701.4493,33951.4516,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.91150571719837,1.3233181490784798,0.0057725130972823,1223,Excellent,17,Zone 18,0.0,0.0,,,
LT2,BLK 111-112 LENGKONG TIGA,36631.1094,34016.6914,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,103.91087369459731,1.3239081741740943,0.002928731124953726,416,Excellent,17,Zone 18,0.0,0.0,,,
LT3,BLK 101-109 LENGKONG TIGA,36588.6943,34141.3917,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,103.91049260744167,1.3250359305098454,0.0034858756404858287,1258,Excellent,17,Zone 18,0.0,0.0,,,
L1,BLK 415-420 LORONG LEW LIAN,32678.1348,36847.0548,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,5.4,N,103.87535455642082,1.3495058318348234,0.005990505260321731,169,Excellent,17,Zone 18,0.0,0.0,,,
MLM,BLK 157A MEI LING STREET,24676.3894,30639.2696,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,103.80345452106414,1.2933650054100614,0.00241400555744099,1771,Excellent,11,Zone 12,15.71,0.0,,,
MLM1,BLK 161A MEI LING STREET,24684.8066,30491.8693,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.80353016873005,1.2920319699769407,0.004811813214325776,1758,Excellent,11,Zone 12,10.0,0.0,,,
MM1,BLK 28A BALAM ROAD,33981.2699,34740.5471,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.0,N,103.88706362505644,1.3304551002906109,0.00278145155950067,412,Excellent,17,Zone 18,14.29,0.0,,,
MM2,BLK 52A PIPIT ROAD,33873.4028,34064.3335,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.88609424966444,1.3243396875061149,0.005684515131031511,413,Excellent,17,Zone 18,17.14,0.0,,,
MM3,BLK 66A CIRCUIT ROAD,34087.5573,34277.3707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,103.88801858425,1.3262662777141847,0.003029140450578924,2357,Excellent,17,Zone 18,15.71,0.0,,,
MM4,BLK 31A CIRCUIT ROAD,33807.9172,34598.3392,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,103.88550592779904,1.3291690565822534,0.00572257238049257,2541,Excellent,17,Zone 18,15.71,0.0,,,
MM5,BLK 17 CIRCUIT ROAD,34149.4724,34667.1985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,103.88857500311526,1.32979172825255,0.0031550399062572603,2363,Excellent,17,Zone 18,21.43,0.0,,,
MM6,BLK 82 CIRCUIT ROAD,34318.7769,34060.4025,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,103.8900961724619,1.3243040479763997,0.006140299143903418,2419,Excellent,17,Zone 18,7.14,0.0,,,
MM7L,BLK 76A CIRCUIT ROAD,34178.4766,34165.8832,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.8888355207814,1.3252580063895947,119.77094417909206,2431,Good,17,Zone 18,6.1,0.0,217.1,1259.0,"[(1.3257637, 103.888508), (1.3238677, 103.8889691)]"
MM8,BLK 96 CIRCUIT ROAD,34141.4998,34429.5657,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,7,2.15,N,103.88850331722344,1.3276426639607852,126.25310577986473,1274,Good,17,Zone 18,16.43,0.0,1488.4,404.0,"[(1.327805, 103.8901654), (1.3269244, 103.890345), (1.3266416, 103.8903998), (1.3265238, 103.8904205), (1.3264499, 103.8902116), (1.3263529, 103.8899522), (1.3257637, 103.888508), (1.3238677, 103.8889691), (1.3234997, 103.8888798), (1.3239597, 103.8850462), (1.3268104, 103.8853616), (1.3277309, 103.8854428)]"
MNM,BLK 113 MCNAIR ROAD,30951.0578,33699.6625,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.85983538215314,1.321042154795734,0.005394572595251881,1937,Excellent,17,Zone 18,17.14,0.0,,,
MNRM,BLK 108A MCNAIR ROAD,30906.0026,33644.1601,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.85943053232852,1.3205402150734105,0.003959357062830792,612,Excellent,17,Zone 18,17.14,0.0,,,
MN1,BLKS 108/112 MCNAIR ROAD,30880.3705,33808.8344,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.5,N,103.8592002299238,1.322029473497494,0.004436969270458177,442,Excellent,17,Zone 18,0.0,0.0,,,
MN2,BLKS 119/124 MCNAIR ROAD,30565.2223,33368.7671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.8563684203736,1.3180496887521358,0.002583221206228824,1612,Excellent,16,Zone 17,0.0,0.0,,,
MP1,BLK 1 TO 4 MARINE TERRACE,37371.0903,31905.8597,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,103.91752217325165,1.3048183599520138,0.005345678436890428,2651,Excellent,16,Zone 17,0.0,0.0,,,
MP1M,BLK 65A MARINE DRIVE,36524.3349,31701.1168,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.0,N,103.90991363196858,1.3029669835986282,0.003988276897740047,2540,Excellent,16,Zone 17,7.14,0.0,,,
MP12,BLK 72 TO 76 MARINE DRIVE,36262.5434,31721.8625,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.90756132229325,1.3031546710952773,0.00405183753843406,1319,Excellent,16,Zone 17,0.0,0.0,,,
MP13,BLK 78 & 79 MARINE DRIVE,36406.0703,31559.5098,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90885093288675,1.301686373156584,92.42892718664021,715,Excellent,16,Zone 17,4.7,0.0,,,
MP14,BLK 81/82 MARINE PARADE ROAD,36194.5872,31654.4656,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90695068730781,1.3025451758066604,0.0030325744346180353,490,Excellent,16,Zone 17,0.0,0.0,,,
MP15,BLK 83/87 MARINE PARADE ROAD,36086.4038,31669.644,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.90597861451549,1.3026824721868335,108.97203280203354,490,Good,16,Zone 17,5.55,0.0,2060.6,490.0,"[(1.3035223, 103.9065515), (1.3003808, 103.9022682), (1.3005398, 103.9016328), (1.3007147, 103.9018234), (1.3006689, 103.9021337), (1.3015282, 103.9033705), (1.3036204, 103.9064849), (1.3036832, 103.9065868), (1.3037248, 103.906649), (1.3036296, 103.9067077), (1.3014144, 103.9067125), (1.301442, 103.9066939), (1.3034509, 103.9067508)]"
MP16,BLK 84 TO 86 MARINE PARADE ROAD,36149.1148,31581.2922,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90654207816098,1.301883433865292,86.3310465036136,490,Excellent,16,Zone 17,4.39,0.0,307.9,490.0,"[(1.301442, 103.9066939), (1.3034509, 103.9067508)]"
MP17,BLK 51 MARINE TERRACE,37231.475,32107.329,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.916267725607,1.306640417317319,0.0034313324069661193,1289,Excellent,16,Zone 17,0.0,0.0,,,
MP19,BLK 89 MARINE PARADE CENTRAL,36133.3286,31515.2207,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,1.9,N,103.90640021486173,1.301285911111801,125.02284614896995,1394,Good,16,Zone 17,20.65,0.0,321.1,490.0,"[(1.3013762, 103.9065952), (1.301442, 103.9066939), (1.3034509, 103.9067508)]"
MP2,BLK 5 TO 8 MARINE TERRACE,37274.8789,31840.2031,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.91665765027,1.3042246143882699,0.005746430128792564,1361,Excellent,16,Zone 17,0.0,0.0,,,
MP2M,BLK 35A MARINE CRESCENT,36854.4147,31775.1611,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,103.91287956925594,1.3036365210364356,0.0041349979717498235,2403,Excellent,16,Zone 17,8.57,0.0,,,
MP20,BLK 86 MARINE PARADE ROAD,36109.3594,31519.7479,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90618484205176,1.3013268597499603,102.08690020918078,1394,Good,16,Zone 17,5.2,0.0,321.1,490.0,"[(1.3013762, 103.9065952), (1.301442, 103.9066939), (1.3034509, 103.9067508)]"
MP3M,BLK 12A MARINE TERRACE,37128.3266,31854.8695,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.05,N,103.9153408153672,1.3043572955307299,0.0017764349297862334,656,Excellent,16,Zone 17,5.71,0.0,,,
MP4M,BLK 16A MARINE TERRACE,37001.0531,31814.983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.05,N,103.91419719336592,1.303996613677369,0.0016873513897430468,710,Excellent,16,Zone 17,5.71,0.0,,,
MP5,BLK 52/57 MARINE TERRACE,37220.0664,32048.6387,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.91616519665847,1.3061096468902569,0.005218017769324449,482,Excellent,16,Zone 17,0.0,0.0,,,
MP5M,BLK 47A MARINE CRESCENT,36809.7582,31975.4666,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,103.91247836691649,1.3054480243950732,0.004562678171241061,1087,Excellent,16,Zone 17,2.86,0.0,,,
MP5S,BLK 45 MARINE CRESCENT,36819.8751,31889.6622,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,103.91256924764082,1.3046720374995606,0.00672980945427914,2250,Excellent,16,Zone 17,0.0,0.0,,,
MP6,BLK 50/50A/53 MARINE TERRACE,37244.1328,31980.8496,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.91638142426865,1.3054965796249203,0.0035173357844424497,1335,Excellent,16,Zone 17,0.0,0.0,,,
MP6M,BLK 77A MARINE DRIVE,36343.2232,31627.1688,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,103.90828624158966,1.3022982737557702,0.005458739440858162,715,Excellent,16,Zone 17,15.71,0.0,,,
MP6S,BLK 77 MARINE DRIVE,36356.2562,31612.4137,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90840334501843,1.3021648304353715,19.712137452970303,715,Excellent,16,Zone 17,1.0,0.0,,,
MP7,BLK 54/55/56/58/59 MARINE TERRACE,37055.7578,31990.209,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.91468879090584,1.3055812783399696,0.002607579965899844,2453,Excellent,16,Zone 17,0.0,0.0,,,
MR3,BLK 1/2 MAUDE ROAD,30868.3965,32223.6387,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.85909249026949,1.3076935258199842,156.26488090021482,1437,Good,16,Zone 17,7.95,0.0,219.1,1437.0,"[(1.3072772, 103.8591057), (1.3078954, 103.8584995), (1.3084123, 103.8588202), (1.3087394, 103.8584468)]"
MR4,BLK 7 KING GEORGE AVENUE,30966.4004,32248.0234,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.8599731043318,1.3079140431771652,94.74511583879016,2423,Excellent,16,Zone 17,4.82,0.0,186.9,2423.0,"[(1.3083286, 103.8601143), (1.3076009, 103.8609088), (1.3080339, 103.8613296)]"
MR5,"BLK 804/805, 809 MAUDE ROAD",31057.5078,32274.7238,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.5,N,103.86079175042093,1.3081555032749435,0.005515269976907148,2423,Excellent,16,Zone 17,0.0,0.0,,,
MR6,BLK 8 FRENCH ROAD,31029.1022,32165.4648,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.860536501889,1.3071674063050989,113.2801784029372,2423,Good,16,Zone 17,5.77,0.0,196.5,2423.0,"[(1.306773, 103.8606393), (1.3076009, 103.8609088), (1.3080339, 103.8613296)]"
MR7,BLK 801/802 FRENCH ROAD,31013.0397,32209.1946,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,103.8603921769383,1.3075628847261747,79.33910515835859,2423,Excellent,16,Zone 17,4.04,0.0,67.1,2423.0,"[(1.3076009, 103.8609088), (1.3080339, 103.8613296)]"
M1,BLK 85 TO 94/92A PIPIT ROAD,33911.4824,33924.4674,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.88643638826342,1.3230747811611239,0.0024637260444676395,485,Excellent,17,Zone 18,0.0,0.0,,,
M16,BLK 37 CIRCUIT ROAD,33917.1152,34519.5107,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.88648711671351,1.3284561387923488,20.740905574465266,404,Excellent,17,Zone 18,1.06,0.0,,,
M20,BLK 65 & 80 CIRCUIT ROAD,34003.7503,34423.7894,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.8872655617889,1.3275904526526752,53.91723368274776,1274,Excellent,17,Zone 18,2.74,0.0,,,
M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT ROAD,34105.2715,34051.7061,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.88817771100875,1.3242254443101509,0.005067951829638534,1259,Excellent,17,Zone 18,0.0,0.0,,,
M28,BLK 82A/83 MACPHERSON LANE,33769.1354,34814.6793,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.88515749278551,1.3311255664042714,220.58435385852835,2541,Good,17,Zone 18,11.23,0.0,,,
M3,BLK 19 TO 21/23/24/30/32 BALAM ROAD,33962.7323,34675.6377,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.88689704177298,1.3298680865686279,67.73059661130809,412,Excellent,17,Zone 18,3.45,0.0,,,
M32,BLK 120 TO 124 PAYA LEBAR WAY,33506.0078,33840.2109,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.8827929694789,1.322312871237763,0.0046551291606485275,489,Excellent,17,Zone 18,0.0,0.0,,,
M33,BLK 125 TO 126 ALJUNIED ROAD,33436.9727,33943.3672,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88217267100742,1.3232457923541576,124.35449458351937,489,Good,17,Zone 18,6.33,0.0,,,
M34,BLK 81/82 MACPHERSON LANE,33822.8767,34967.5382,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.8856404174847,1.33250795730011,258.48933772139304,1795,Good,17,Zone 18,13.16,0.0,242.9,412.0,"[(1.3326586, 103.8853379), (1.3319647, 103.8852197), (1.3319093, 103.8852089), (1.331379, 103.8856599)]"
M35,BLK 41 TO 42 CIRCUIT ROAD,33853.4512,34389.6627,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,103.8859150359735,1.3272818522606618,0.006635105290616558,1264,Excellent,17,Zone 18,0.0,0.0,,,
M36,BLK 43 CIRCUIT ROAD,33796.2186,34304.2656,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,103.88540075379076,1.326509562382485,102.99427713801715,1264,Good,17,Zone 18,5.24,0.0,102.9,1264.0,"[(1.3268104, 103.8853616), (1.3277309, 103.8854428)]"
M37,BLK 38 TO 40 CIRCUIT ROAD,33818.9546,34433.4006,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,103.8856050735695,1.3276774087929712,55.77477713581529,1264,Excellent,17,Zone 18,2.84,0.0,,,
M38,BLK 63 TO 64 CIRCUIT ROAD,34027.245,34375.424,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.88747666495222,1.3271530486482315,0.006655370654647247,1274,Excellent,17,Zone 18,0.0,0.0,,,
M4,BLK 22/34/36 CIRCUIT ROAD,34047.6106,34582.1714,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88765970175433,1.329022794058407,127.76797971287154,404,Good,17,Zone 18,6.5,0.0,,,
